Time, C12_R_ch1, C12_R_ch2, C122_R_ch12, C122_R_ch22, P12_W_ch1, P12_W_ch2, P122_W_ch12, P122_W_ch22
3124.3745, 25, 84, 16, 67, 25, 84, 16, 67
3124.6005, 25, 84, 16, 67, 25, 84, 85, 67
3124.6390, 25, 84, 16, 67, 81, 84, 85, 67
3124.6936, 25, 84, 85, 67, 81, 84, 85, 67
3124.7768, 81, 84, 85, 67, 81, 84, 85, 67
3124.8690, 81, 84, 85, 67, 81, 84, 85, 67
3124.8899, 81, 84, 85, 67, 81, 84, 85, 67
3124.9083, 81, 84, 85, 58, 81, 84, 85, 67
3124.9146, 81, 56, 85, 58, 81, 84, 85, 67
3124.9937, 81, 56, 85, 58, 81, 84, 85, 58
3125.1028, 81, 56, 85, 58, 81, 56, 85, 58
3125.2752, 81, 56, 85, 58, 81, 56, 85, 58
3125.4478, 81, 56, 85, 58, 81, 56, 85, 58
3125.4550, 81, 56, 85, 58, 51, 56, 85, 58
3125.7964, 51, 56, 85, 58, 51, 56, 85, 58
3125.8433, 51, 56, 85, 58, 51, 56, 66, 58
3125.8517, 51, 56, 85, 58, 51, 56, 66, 58
3125.9467, 51, 46, 85, 58, 51, 56, 66, 58
3125.9935, 51, 46, 85, 58, 51, 46, 66, 58
3125.9949, 51, 46, 66, 58, 51, 46, 66, 58
3126.0981, 51, 46, 66, 58, 51, 46, 66, 58
3126.1067, 51, 46, 66, 23, 51, 46, 66, 58
3126.1508, 51, 46, 66, 23, 51, 46, 66, 23
3126.4907, 51, 46, 66, 23, 51, 46, 66, 23
3126.5454, 51, 46, 94, 23, 51, 46, 66, 23
3126.5471, 51, 46, 94, 23, 51, 46, 66, 23
3126.5943, 51, 46, 94, 23, 96, 46, 66, 23
3126.6433, 51, 46, 94, 23, 96, 46, 94, 23
3126.6460, 51, 46, 94, 23, 96, 46, 94, 23
3126.7301, 96, 46, 94, 23, 96, 46, 94, 23
3126.8257, 96, 46, 94, 23, 96, 46, 94, 23
3126.8347, 96, 46, 94, 23, 96, 46, 94, 72
3126.8486, 96, 96, 94, 23, 96, 46, 94, 72
3126.8674, 96, 96, 94, 72, 96, 46, 94, 72
3126.9823, 96, 96, 94, 72, 96, 96, 94, 72
3127.2861, 96, 96, 94, 72, 96, 96, 94, 72
3127.2951, 96, 96, 96, 72, 96, 96, 94, 72
3127.3027, 96, 96, 96, 72, 96, 96, 94, 72
3127.3987, 96, 96, 96, 72, 96, 96, 96, 72
3127.4392, 96, 96, 96, 72, 96, 96, 96, 72
3127.5160, 96, 96, 96, 72, 96, 96, 96, 66
3127.5743, 96, 96, 96, 66, 96, 96, 96, 66
3127.5931, 96, 96, 96, 66, 30, 96, 96, 66
3127.6981, 30, 96, 96, 66, 30, 96, 96, 66
3127.8073, 30, 96, 96, 66, 30, 96, 96, 66
3127.8295, 30, 12, 96, 66, 30, 96, 96, 66
3127.9020, 30, 12, 96, 66, 30, 12, 96, 66
3128.0750, 30, 12, 96, 66, 30, 12, 96, 66
3128.0909, 30, 12, 96, 66, 30, 12, 96, 66
3128.3691, 30, 12, 96, 66, 14, 12, 96, 66
3128.3866, 30, 12, 96, 66, 14, 12, 26, 66
3128.3999, 14, 12, 96, 66, 14, 12, 26, 66
3128.4922, 14, 12, 96, 66, 14, 12, 26, 66
3128.5567, 14, 12, 96, 66, 14, 19, 26, 66
3128.5689, 14, 12, 26, 66, 14, 19, 26, 66
3128.6005, 14, 19, 26, 66, 14, 19, 26, 66
3128.6925, 14, 19, 26, 66, 14, 19, 26, 66
3128.7018, 14, 19, 26, 96, 14, 19, 26, 66
3128.8370, 14, 19, 26, 96, 14, 19, 26, 96
3129.1935, 14, 19, 26, 96, 14, 19, 26, 96
3129.2193, 14, 19, 26, 96, 14, 19, 26, 96
3129.2677, 14, 19, 26, 96, 14, 19, 52, 96
3129.2741, 76, 19, 26, 96, 14, 19, 52, 96
3129.3405, 76, 19, 52, 96, 14, 19, 52, 96
3129.3857, 76, 19, 52, 96, 14, 19, 52, 96
3129.4150, 76, 19, 52, 79, 14, 19, 52, 96
3129.5470, 76, 19, 52, 79, 14, 19, 52, 79
3129.8885, 76, 19, 52, 79, 76, 19, 52, 79
3129.9208, 76, 19, 52, 79, 76, 19, 52, 79
3129.9741, 76, 19, 52, 79, 76, 94, 52, 79
3130.0010, 76, 94, 52, 79, 76, 94, 52, 79
3131.1962, 76, 94, 52, 79, 76, 94, 52, 79
3131.2141, 76, 94, 52, 79, 76, 94, 52, 79
3131.3808, 76, 94, 52, 79, 6, 94, 52, 79
3131.4651, 76, 94, 52, 79, 6, 94, 4, 79
3131.5857, 6, 94, 52, 79, 6, 94, 4, 79
3131.6541, 6, 94, 4, 79, 6, 94, 4, 79
3131.7860, 6, 94, 4, 79, 6, 94, 4, 79
3131.8268, 6, 98, 4, 79, 6, 94, 4, 79
3131.8456, 6, 98, 4, 79, 6, 94, 4, 79
3131.8578, 6, 98, 4, 9, 6, 94, 4, 79
3131.9299, 6, 98, 4, 9, 6, 98, 4, 79
3131.9691, 6, 98, 4, 9, 6, 98, 4, 9
3132.1512, 6, 98, 4, 9, 6, 98, 4, 9
3132.3172, 6, 98, 4, 9, 6, 98, 4, 9
3132.3536, 6, 98, 4, 9, 6, 98, 27, 9
3132.4410, 6, 98, 4, 9, 42, 98, 27, 9
3132.4685, 42, 98, 4, 9, 42, 98, 27, 9
3132.5261, 42, 98, 27, 9, 42, 98, 27, 9
3132.7735, 42, 98, 27, 9, 42, 98, 27, 9
3132.7780, 42, 98, 27, 9, 42, 98, 27, 9
3132.7902, 42, 98, 27, 93, 42, 98, 27, 9
3132.7978, 42, 23, 27, 93, 42, 98, 27, 9
3132.9353, 42, 23, 27, 93, 42, 23, 27, 9
3133.0095, 42, 23, 27, 93, 42, 23, 27, 93
3133.3034, 42, 23, 27, 93, 42, 23, 27, 93
3133.3506, 42, 23, 27, 93, 42, 23, 27, 93
3133.4506, 42, 23, 27, 93, 26, 23, 27, 93
3133.4714, 26, 23, 27, 93, 26, 23, 27, 93
3133.8449, 26, 23, 27, 93, 26, 23, 27, 93
3133.8743, 26, 84, 27, 93, 26, 23, 27, 93
3133.9318, 26, 84, 27, 93, 26, 23, 55, 93
3134.0143, 26, 84, 27, 93, 26, 84, 55, 93
3134.0374, 26, 84, 55, 93, 26, 84, 55, 93
3134.0843, 26, 84, 55, 93, 26, 84, 55, 93
3134.1610, 26, 84, 55, 40, 26, 84, 55, 93
3134.2464, 26, 84, 55, 40, 26, 84, 55, 40
3134.3606, 26, 84, 55, 40, 26, 84, 55, 40
3134.5733, 26, 84, 55, 40, 26, 84, 55, 40
3134.7208, 26, 84, 55, 40, 26, 84, 83, 40
3134.7431, 26, 84, 55, 40, 46, 84, 83, 40
3134.8902, 26, 84, 83, 40, 46, 84, 83, 40
3134.9784, 46, 84, 83, 40, 46, 84, 83, 40
3134.9790, 46, 84, 83, 40, 46, 84, 83, 40
3135.0274, 46, 84, 83, 40, 46, 84, 83, 46
3135.0522, 46, 84, 83, 46, 46, 84, 83, 46
3135.1397, 46, 84, 83, 46, 46, 84, 83, 46
3135.1796, 46, 11, 83, 46, 46, 84, 83, 46
3135.2491, 46, 11, 83, 46, 46, 11, 83, 46
3135.5050, 46, 11, 83, 46, 46, 11, 83, 46
3135.5511, 46, 11, 85, 46, 46, 11, 83, 46
3135.5766, 46, 11, 85, 46, 46, 11, 83, 46
3135.5935, 46, 11, 85, 46, 46, 11, 83, 46
3135.6009, 98, 11, 85, 46, 46, 11, 83, 46
3135.6190, 98, 11, 85, 46, 46, 11, 85, 46
3135.6432, 98, 11, 85, 46, 98, 11, 85, 46
3135.7375, 98, 11, 85, 46, 98, 11, 85, 68
3135.7513, 98, 11, 85, 46, 98, 11, 85, 68
3135.7658, 98, 11, 85, 68, 98, 11, 85, 68
3135.7944, 98, 11, 85, 68, 98, 89, 85, 68
3135.8338, 98, 89, 85, 68, 98, 89, 85, 68
3136.0008, 98, 89, 85, 68, 98, 89, 85, 68
3136.1109, 98, 89, 85, 68, 98, 89, 85, 68
3136.2300, 11, 89, 85, 68, 98, 89, 85, 68
3136.2415, 11, 89, 85, 68, 11, 89, 85, 68
3136.2480, 11, 89, 85, 68, 11, 89, 58, 68
3136.3804, 11, 89, 58, 68, 11, 89, 58, 68
3136.4103, 11, 89, 58, 68, 11, 89, 58, 68
3136.4946, 11, 34, 58, 68, 11, 89, 58, 68
3136.4953, 11, 34, 58, 68, 11, 89, 58, 68
3136.5176, 11, 34, 58, 38, 11, 89, 58, 68
3136.5040, 11, 34, 58, 38, 11, 34, 58, 68
3136.6046, 11, 34, 58, 38, 11, 34, 58, 38
3136.9347, 11, 34, 58, 38, 11, 34, 58, 38
3136.9435, 11, 34, 58, 38, 11, 34, 58, 38
3137.1099, 11, 34, 58, 38, 27, 34, 58, 38
3137.1229, 27, 34, 58, 38, 27, 34, 58, 38
3137.2018, 27, 34, 58, 38, 27, 34, 58, 38
3137.2102, 27, 88, 58, 38, 27, 34, 58, 38
3137.2249, 27, 88, 58, 38, 27, 34, 48, 38
3137.3753, 27, 88, 58, 38, 27, 88, 48, 38
3137.4088, 27, 88, 48, 38, 27, 88, 48, 38
3137.4327, 27, 88, 48, 38, 27, 88, 48, 38
3137.4610, 27, 88, 48, 53, 27, 88, 48, 38
3137.5109, 27, 88, 48, 53, 27, 88, 48, 53
3138.0376, 27, 88, 48, 53, 27, 88, 48, 53
3138.0541, 27, 88, 48, 53, 27, 88, 48, 53
3138.1465, 27, 88, 48, 53, 27, 88, 74, 53
3138.2195, 27, 88, 74, 53, 27, 88, 74, 53
3138.2761, 27, 88, 74, 53, 86, 88, 74, 53
3138.3857, 86, 88, 74, 53, 86, 88, 74, 53
3138.3862, 86, 88, 74, 53, 86, 88, 74, 53
3138.3953, 86, 88, 74, 96, 86, 88, 74, 53
3138.5275, 86, 88, 74, 96, 86, 88, 74, 53
3138.5369, 86, 57, 74, 96, 86, 88, 74, 53
3138.5652, 86, 57, 74, 96, 86, 88, 74, 96
3138.5844, 86, 57, 74, 96, 86, 57, 74, 96
3138.8837, 86, 57, 74, 96, 86, 57, 74, 96
3138.9430, 86, 57, 74, 96, 86, 57, 74, 96
3138.9549, 86, 57, 74, 96, 11, 57, 74, 96
3139.0758, 86, 57, 74, 96, 11, 57, 34, 96
3139.0769, 11, 57, 74, 96, 11, 57, 34, 96
3139.1749, 11, 57, 74, 96, 11, 57, 34, 96
3139.1981, 11, 20, 74, 96, 11, 57, 34, 96
3139.2110, 11, 20, 74, 96, 11, 20, 34, 96
3139.2136, 11, 20, 34, 96, 11, 20, 34, 96
3139.2488, 11, 20, 34, 96, 11, 20, 34, 96
3139.2690, 11, 20, 34, 31, 11, 20, 34, 96
3139.3097, 11, 20, 34, 31, 11, 20, 34, 31
3139.5341, 11, 20, 34, 31, 11, 20, 34, 31
3139.6510, 11, 20, 34, 31, 11, 20, 34, 31
3139.7202, 11, 20, 34, 31, 11, 20, 29, 31
3139.7376, 49, 20, 34, 31, 11, 20, 29, 31
3139.7699, 49, 20, 34, 31, 49, 20, 29, 31
3139.8125, 49, 20, 29, 31, 49, 20, 29, 31
3139.9554, 49, 20, 29, 31, 49, 20, 29, 31
3140.0546, 49, 20, 29, 31, 49, 92, 29, 31
3140.0609, 49, 20, 29, 31, 49, 92, 29, 31
3140.0771, 49, 92, 29, 31, 49, 92, 29, 31
3140.0951, 49, 92, 29, 65, 49, 92, 29, 31
3140.2555, 49, 92, 29, 65, 49, 92, 29, 65
3140.6057, 49, 92, 29, 65, 49, 92, 29, 65
3140.6222, 49, 92, 29, 65, 49, 92, 29, 65
3140.6643, 49, 92, 29, 65, 27, 92, 29, 65
3140.7579, 27, 92, 29, 65, 27, 92, 29, 65
3140.7775, 27, 92, 29, 65, 27, 92, 95, 65
3140.7990, 27, 92, 95, 65, 27, 92, 95, 65
3140.8657, 27, 92, 95, 65, 27, 92, 95, 65
3140.8711, 27, 92, 95, 65, 27, 92, 95, 65
3140.8813, 27, 12, 95, 65, 27, 92, 95, 65
3140.8893, 27, 12, 95, 54, 27, 92, 95, 65
3140.9849, 27, 12, 95, 54, 27, 12, 95, 65
3141.0579, 27, 12, 95, 54, 27, 12, 95, 54
3141.1800, 27, 12, 95, 54, 27, 12, 95, 54
3141.2583, 27, 12, 95, 54, 27, 12, 95, 54
3141.3600, 27, 12, 95, 54, 0, 12, 95, 54
3141.4371, 27, 12, 95, 54, 0, 12, 58, 54
3141.4648, 0, 12, 95, 54, 0, 12, 58, 54
3141.5578, 0, 12, 95, 54, 0, 12, 58, 54
3141.7078, 0, 81, 95, 54, 0, 12, 58, 54
3141.7462, 0, 81, 95, 54, 0, 81, 58, 54
3141.8103, 0, 81, 58, 54, 0, 81, 58, 54
3141.8604, 0, 81, 58, 54, 0, 81, 58, 54
3141.8827, 0, 81, 58, 74, 0, 81, 58, 54
3141.9530, 0, 81, 58, 74, 0, 81, 58, 74
3142.2087, 0, 81, 58, 74, 0, 81, 58, 74
3142.3009, 0, 81, 58, 74, 0, 81, 71, 74
3142.3191, 0, 81, 58, 74, 0, 81, 71, 74
3142.4199, 0, 81, 71, 74, 0, 81, 71, 74
3142.4424, 0, 81, 71, 74, 0, 81, 71, 74
3142.5302, 0, 81, 71, 74, 0, 81, 71, 74
3142.5475, 0, 81, 71, 74, 0, 81, 71, 74
3142.5989, 0, 81, 71, 77, 0, 81, 71, 74
3142.6023, 0, 81, 71, 77, 0, 81, 71, 77
3142.6255, 0, 81, 71, 77, 0, 81, 71, 77
3142.6524, 0, 57, 71, 77, 0, 81, 71, 77
3142.6894, 0, 57, 71, 77, 0, 57, 71, 77
3143.0406, 0, 57, 71, 77, 0, 57, 71, 77
3143.0718, 13, 57, 71, 77, 0, 57, 71, 77
3143.0807, 13, 57, 71, 77, 0, 57, 71, 77
3143.1810, 13, 57, 71, 77, 13, 57, 71, 77
3143.3212, 13, 57, 71, 77, 13, 57, 71, 77
3143.3417, 13, 73, 71, 77, 13, 57, 71, 77
3143.3449, 13, 73, 71, 77, 13, 57, 39, 77
3143.5379, 13, 73, 39, 77, 13, 57, 39, 77
3143.5929, 13, 73, 39, 77, 13, 57, 39, 77
3143.6037, 13, 73, 39, 77, 13, 73, 39, 77
3143.6184, 13, 73, 39, 94, 13, 73, 39, 77
3143.6696, 13, 73, 39, 94, 13, 73, 39, 94
3144.0262, 13, 73, 39, 94, 13, 73, 39, 94
3144.0800, 13, 73, 39, 94, 13, 73, 39, 94
3144.1683, 13, 73, 39, 94, 14, 73, 39, 94
3144.1747, 13, 73, 39, 94, 14, 73, 21, 94
3144.2528, 14, 73, 39, 94, 14, 73, 21, 94
3144.2702, 14, 73, 21, 94, 14, 73, 21, 94
3144.3313, 14, 73, 21, 94, 14, 73, 21, 94
3144.3416, 14, 24, 21, 94, 14, 73, 21, 94
3144.3444, 14, 24, 21, 94, 14, 73, 21, 94
3144.3547, 14, 24, 21, 94, 14, 24, 21, 94
3144.3661, 14, 24, 21, 41, 14, 24, 21, 94
3144.5282, 14, 24, 21, 41, 14, 24, 21, 41
3144.8562, 14, 24, 21, 41, 14, 24, 21, 41
3144.9474, 14, 24, 21, 41, 14, 24, 21, 41
3144.9749, 14, 24, 21, 41, 42, 24, 21, 41
3145.1057, 42, 24, 21, 41, 42, 24, 21, 41
3145.1882, 42, 24, 21, 41, 42, 24, 7, 41
3145.1892, 42, 24, 21, 41, 42, 24, 7, 41
3145.2033, 42, 24, 7, 41, 42, 24, 7, 41
3145.2188, 42, 13, 7, 41, 42, 24, 7, 41
3145.2945, 42, 13, 7, 41, 42, 13, 7, 41
3145.3109, 42, 13, 7, 41, 42, 13, 7, 41
3145.3389, 42, 13, 7, 42, 42, 13, 7, 41
3145.3707, 42, 13, 7, 42, 42, 13, 7, 42
3145.7096, 42, 13, 7, 42, 42, 13, 7, 42
3145.7586, 42, 13, 7, 42, 42, 13, 7, 42
3146.0228, 42, 13, 7, 42, 42, 13, 23, 42
3146.0404, 42, 13, 7, 42, 62, 13, 23, 42
3146.2329, 42, 13, 23, 42, 62, 13, 23, 42
3146.2553, 62, 13, 23, 42, 62, 13, 23, 42
3146.2612, 62, 13, 23, 42, 62, 13, 23, 42
3146.2715, 62, 13, 23, 0, 62, 13, 23, 42
3146.4126, 62, 13, 23, 0, 62, 13, 23, 42
3146.4228, 62, 13, 23, 0, 62, 13, 23, 0
3146.4358, 62, 46, 23, 0, 62, 13, 23, 0
3146.4717, 62, 46, 23, 0, 62, 46, 23, 0
3146.8204, 62, 46, 23, 0, 62, 46, 23, 0
3146.8706, 62, 46, 23, 0, 62, 46, 23, 0
3146.9151, 62, 46, 52, 0, 62, 46, 23, 0
3146.9658, 62, 46, 52, 0, 62, 46, 23, 0
3146.9681, 62, 46, 52, 0, 16, 46, 23, 0
3147.0314, 62, 46, 52, 0, 16, 46, 52, 0
3147.0727, 16, 46, 52, 0, 16, 46, 52, 0
3147.2166, 16, 46, 52, 0, 16, 46, 52, 0
3147.2227, 16, 46, 52, 0, 16, 46, 52, 33
3147.2349, 16, 65, 52, 0, 16, 46, 52, 33
3147.3214, 16, 65, 52, 0, 16, 65, 52, 33
3147.3310, 16, 65, 52, 33, 16, 65, 52, 33
3147.7429, 16, 65, 52, 33, 16, 65, 52, 33
3147.8540, 16, 65, 52, 33, 16, 65, 52, 33
3147.8600, 16, 65, 52, 33, 16, 65, 31, 33
3147.9921, 16, 65, 31, 33, 16, 65, 31, 33
3148.0308, 16, 65, 31, 33, 51, 65, 31, 33
3148.1189, 51, 65, 31, 33, 51, 65, 31, 33
3148.2065, 51, 65, 31, 33, 51, 65, 31, 33
3148.2753, 51, 65, 31, 12, 51, 65, 31, 33
3148.2965, 51, 65, 31, 12, 51, 65, 31, 33
3148.3278, 51, 65, 31, 12, 51, 65, 31, 12
3148.3568, 51, 65, 31, 12, 51, 97, 31, 12
3148.3787, 51, 97, 31, 12, 51, 97, 31, 12
3148.7193, 51, 97, 31, 12, 51, 97, 31, 12
3148.7504, 51, 97, 31, 12, 51, 97, 31, 12
3148.8369, 51, 97, 74, 12, 51, 97, 31, 12
3148.8575, 51, 97, 74, 12, 51, 97, 74, 12
3148.9324, 51, 97, 74, 12, 51, 97, 74, 12
3148.9764, 51, 97, 74, 12, 38, 97, 74, 12
3149.0114, 38, 97, 74, 12, 38, 97, 74, 12
3149.0257, 38, 97, 74, 12, 38, 97, 74, 93
3149.2128, 38, 97, 74, 12, 38, 97, 74, 93
3149.2389, 38, 97, 74, 12, 38, 68, 74, 93
3149.2452, 38, 97, 74, 93, 38, 68, 74, 93
3149.2589, 38, 68, 74, 93, 38, 68, 74, 93
3149.8690, 38, 68, 74, 93, 38, 68, 74, 93
3149.8834, 38, 68, 74, 93, 38, 68, 74, 93
3149.8932, 52, 68, 74, 93, 38, 68, 74, 93
3149.9083, 52, 68, 74, 93, 52, 68, 74, 93
3149.9782, 52, 68, 74, 93, 52, 68, 74, 93
3150.0196, 52, 68, 74, 93, 52, 68, 79, 93
3150.0329, 52, 68, 74, 93, 52, 15, 79, 93
3150.2195, 52, 68, 79, 93, 52, 15, 79, 93
3150.2282, 52, 15, 79, 93, 52, 15, 79, 93
3150.4418, 52, 15, 79, 93, 52, 15, 79, 93
3150.5017, 52, 15, 79, 27, 52, 15, 79, 93
3150.5306, 52, 15, 79, 27, 52, 15, 79, 27
3150.7447, 52, 15, 79, 27, 52, 15, 79, 27
3150.7498, 52, 15, 79, 27, 52, 15, 79, 27
3150.9344, 52, 15, 79, 27, 20, 15, 79, 27
3150.9536, 52, 15, 79, 27, 20, 15, 77, 27
3151.1532, 52, 15, 77, 27, 20, 15, 77, 27
3151.1569, 20, 15, 77, 27, 20, 15, 77, 27
3151.3227, 20, 15, 77, 27, 20, 15, 77, 27
3151.3633, 20, 84, 77, 27, 20, 15, 77, 27
3151.3762, 20, 84, 77, 27, 20, 15, 77, 27
3151.4057, 20, 84, 77, 73, 20, 15, 77, 27
3151.4077, 20, 84, 77, 73, 20, 84, 77, 27
3151.6237, 20, 84, 77, 73, 20, 84, 77, 73
3151.7362, 20, 84, 77, 73, 20, 84, 77, 73
3152.0150, 20, 84, 77, 73, 20, 84, 77, 73
3152.0248, 93, 84, 77, 73, 20, 84, 77, 73
3152.1298, 93, 84, 77, 73, 20, 84, 54, 73
3152.2708, 93, 84, 77, 73, 93, 84, 54, 73
3152.2831, 93, 84, 77, 73, 93, 84, 54, 73
3152.3008, 93, 84, 54, 73, 93, 84, 54, 73
3152.4577, 93, 84, 54, 73, 93, 84, 54, 73
3152.4878, 93, 84, 54, 25, 93, 84, 54, 73
3152.5807, 93, 84, 54, 25, 93, 34, 54, 73
3152.6022, 93, 34, 54, 25, 93, 34, 54, 73
3152.7590, 93, 34, 54, 25, 93, 34, 54, 25
3153.2108, 93, 34, 54, 25, 93, 34, 54, 25
3153.2421, 93, 34, 54, 25, 93, 34, 54, 25
3153.3646, 93, 34, 54, 25, 93, 34, 83, 25
3153.3935, 93, 34, 83, 25, 93, 34, 83, 25
3153.5255, 93, 34, 83, 25, 13, 34, 83, 25
3153.7426, 13, 34, 83, 25, 13, 34, 83, 25
3153.5699, 13, 34, 83, 25, 13, 34, 83, 25
3153.8314, 13, 34, 83, 30, 13, 34, 83, 25
3153.9600, 13, 34, 83, 30, 13, 34, 83, 30
3154.0981, 13, 34, 83, 30, 13, 34, 83, 30
3154.1198, 13, 9, 83, 30, 13, 34, 83, 30
3154.2064, 13, 9, 83, 30, 13, 9, 83, 30
3154.5543, 13, 9, 83, 30, 13, 9, 83, 30
3154.6456, 13, 9, 83, 30, 13, 9, 83, 30
3154.7765, 13, 9, 83, 30, 40, 9, 83, 30
3154.7849, 13, 9, 83, 30, 40, 9, 82, 30
3155.0017, 13, 9, 82, 30, 40, 9, 82, 30
3155.0085, 40, 9, 82, 30, 40, 9, 82, 30
3155.1400, 40, 9, 82, 30, 40, 9, 82, 30
3155.1682, 40, 86, 82, 30, 40, 9, 82, 30
3155.2393, 40, 86, 82, 30, 40, 9, 82, 30
3155.2732, 40, 86, 82, 0, 40, 9, 82, 30
3155.3116, 40, 86, 82, 0, 40, 86, 82, 30
3155.4087, 40, 86, 82, 0, 40, 86, 82, 0
3155.8304, 40, 86, 82, 0, 40, 86, 82, 0
3155.9848, 40, 86, 82, 0, 40, 86, 82, 0
3155.9946, 40, 86, 82, 0, 40, 86, 39, 0
3156.0626, 40, 86, 39, 0, 40, 86, 39, 0
3156.1197, 40, 86, 39, 0, 96, 86, 39, 0
3156.1688, 96, 86, 39, 0, 96, 86, 39, 0
3156.1845, 96, 86, 39, 0, 96, 86, 39, 0
3156.2832, 96, 86, 39, 0, 96, 86, 39, 0
3156.3109, 96, 86, 39, 0, 96, 86, 39, 17
3156.3119, 96, 86, 39, 0, 96, 51, 39, 17
3156.3457, 96, 51, 39, 0, 96, 51, 39, 17
3156.5023, 96, 51, 39, 17, 96, 51, 39, 17
3156.9450, 96, 51, 39, 17, 96, 51, 39, 17
3157.0390, 96, 51, 39, 17, 96, 51, 39, 17
3157.0740, 88, 51, 39, 17, 96, 51, 39, 17
3157.0834, 88, 51, 39, 17, 88, 51, 39, 17
3157.2162, 88, 51, 39, 17, 88, 51, 39, 17
3157.2404, 88, 78, 39, 17, 88, 51, 39, 17
3157.2499, 88, 78, 39, 17, 88, 51, 84, 17
3157.4447, 88, 78, 84, 17, 88, 51, 84, 17
3157.5089, 88, 78, 84, 17, 88, 78, 84, 17
3157.6233, 88, 78, 84, 17, 88, 78, 84, 17
3157.6467, 88, 78, 84, 82, 88, 78, 84, 17
3157.7801, 88, 78, 84, 82, 88, 78, 84, 82
3158.1569, 88, 78, 84, 82, 88, 78, 84, 82
3158.2025, 88, 78, 84, 82, 88, 78, 59, 82
3158.2157, 88, 78, 59, 82, 88, 78, 59, 82
3158.2208, 88, 78, 59, 82, 88, 78, 59, 82
3158.5612, 88, 78, 59, 82, 81, 78, 59, 82
3158.6395, 88, 78, 59, 82, 81, 78, 59, 82
3158.6484, 88, 78, 59, 96, 81, 78, 59, 82
3158.6571, 81, 78, 59, 96, 81, 78, 59, 82
3158.6884, 81, 78, 59, 96, 81, 78, 59, 96
3158.7453, 81, 78, 59, 96, 81, 78, 59, 96
3158.7543, 81, 94, 59, 96, 81, 78, 59, 96
3158.8332, 81, 94, 59, 96, 81, 94, 59, 96
3158.9945, 81, 94, 59, 96, 81, 94, 59, 96
3159.0489, 81, 94, 59, 96, 81, 94, 59, 96
3159.1822, 81, 94, 59, 96, 33, 94, 59, 96
3159.2305, 81, 94, 59, 96, 33, 94, 54, 96
3159.2616, 33, 94, 59, 96, 33, 94, 54, 96
3159.2759, 33, 94, 54, 96, 33, 94, 54, 96
3159.3254, 33, 94, 54, 96, 33, 94, 54, 96
3159.3327, 33, 94, 54, 1, 33, 94, 54, 96
3159.3461, 33, 94, 54, 1, 33, 94, 54, 1
3159.3789, 33, 94, 54, 1, 33, 94, 54, 1
3159.3874, 33, 88, 54, 1, 33, 94, 54, 1
3159.5039, 33, 88, 54, 1, 33, 88, 54, 1
3159.7796, 33, 88, 54, 1, 33, 88, 54, 1
3159.8329, 33, 88, 54, 1, 33, 88, 21, 1
3159.8426, 33, 88, 54, 1, 33, 88, 21, 1
3159.8510, 33, 88, 21, 1, 33, 88, 21, 1
3160.1038, 33, 88, 21, 1, 40, 88, 21, 1
3160.1060, 33, 88, 21, 1, 40, 88, 21, 1
3160.1157, 33, 88, 21, 45, 40, 88, 21, 1
3160.1861, 40, 88, 21, 45, 40, 88, 21, 1
3160.3109, 40, 88, 21, 45, 40, 88, 21, 45
3160.3763, 40, 88, 21, 45, 40, 88, 21, 45
3160.4132, 40, 18, 21, 45, 40, 88, 21, 45
3160.4553, 40, 18, 21, 45, 40, 18, 21, 45
3160.6981, 40, 18, 21, 45, 40, 18, 21, 45
3160.8473, 40, 18, 21, 45, 40, 18, 21, 45
3160.9373, 40, 18, 21, 45, 32, 18, 21, 45
3161.0053, 32, 18, 21, 45, 32, 18, 21, 45
3161.0238, 32, 18, 21, 45, 32, 18, 29, 45
3161.1955, 32, 18, 29, 45, 32, 18, 29, 45
3161.1972, 32, 18, 29, 45, 32, 18, 29, 45
3161.2262, 32, 48, 29, 45, 32, 18, 29, 45
3161.3264, 32, 48, 29, 45, 32, 18, 29, 45
3161.3582, 32, 48, 29, 45, 32, 48, 29, 45
3161.3797, 32, 48, 29, 73, 32, 48, 29, 45
3161.4587, 32, 48, 29, 73, 32, 48, 29, 73
3161.7590, 32, 48, 29, 73, 32, 48, 29, 73
3161.8630, 32, 48, 29, 73, 32, 48, 29, 73
3161.9105, 32, 48, 29, 73, 91, 48, 29, 73
3161.9589, 91, 48, 29, 73, 91, 48, 29, 73
3162.0997, 91, 48, 29, 73, 91, 48, 29, 73
3162.1086, 91, 14, 29, 73, 91, 48, 29, 73
3162.1136, 91, 14, 29, 73, 91, 48, 4, 73
3162.2976, 91, 14, 29, 73, 91, 14, 4, 73
3162.3051, 91, 14, 4, 73, 91, 14, 4, 73
3162.3449, 91, 14, 4, 73, 91, 14, 4, 73
3162.3700, 91, 14, 4, 2, 91, 14, 4, 73
3162.3844, 91, 14, 4, 2, 91, 14, 4, 2
3162.8010, 91, 14, 4, 2, 91, 14, 4, 2
3162.8040, 91, 14, 4, 2, 91, 14, 4, 2
3162.8126, 31, 14, 4, 2, 91, 14, 4, 2
3162.8759, 31, 14, 4, 2, 91, 14, 4, 2
3162.9355, 31, 14, 4, 2, 91, 14, 5, 2
3162.9353, 31, 14, 4, 2, 31, 14, 5, 2
3163.0803, 31, 14, 5, 2, 31, 14, 5, 2
3163.1066, 31, 14, 5, 2, 31, 14, 5, 2
3163.1098, 31, 14, 5, 2, 31, 46, 5, 2
